file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
060480169,0.0,4.5,SPEAKER6048,-46.72016927083333,-48.41932418823242,6.820453231899066,13.793534473237045
096130003,0.0,4.709,SPEAKER9613,-49.358396364118896,-58.482290167557565,6.802148801818344,13.608588338208683
096330023,0.0,7.645,SPEAKER9633,-45.64789624183007,-49.67645362571434,6.793227859499927,7.119914475736699
014390076,0.0,5.33,SPEAKER1439,-45.267545145403375,-51.118421407846306,6.762778884186886,11.257962170179503
014180143,0.0,6.62,SPEAKER1418,-47.37423291163142,-49.59144907412322,6.758607186882584,14.207979261754025
000930148,0.0,3.456,SPEAKER0093,-39.97463195447977,-43.7137607125675,6.758607186882584,8.570877931373069
096130014,0.0,6.991,SPEAKER9613,-53.997217006437765,-59.4951615584524,6.748195000564798,11.59156284491025
096010021,0.0,6.748,SPEAKER9601,-50.7521412037037,-57.7318751595237,6.7428352370287765,7.119361382425364
096080008,0.0,6.618,SPEAKER9608,-48.80712448074018,-55.473406600952146,6.732704204515393,15.770675208777508
007390195,0.0,5.859,SPEAKER0739,-48.3138598549488,-52.8006100124783,6.732704204515393,15.737459713005052
085840147,0.0,4.19,SPEAKER8584,-46.89428419600239,-51.70352346246893,6.73270140524782,10.943178045926409
096250016,0.0,4.721,SPEAKER9625,-45.83410023834746,-56.67228235517229,6.7286048299302195,9.195196549279144
080020020,0.0,7.337,SPEAKER8002,-43.40176100561989,-55.99308159237816,6.724493980954517,13.204319422280683
096100016,0.0,9.85,SPEAKER9610,-50.15282360406091,-51.39538889917834,6.708134110310219,2.8298455350335487
022080204,0.0,2.482,SPEAKER2208,-49.17802183089718,-53.09699010848999,6.708133306123577,16.186454813781555
010330257,0.0,3.31,SPEAKER1033,-48.45907878587613,-51.83547592163086,6.699908501084367,11.922874066569873
011970165,0.0,3.933,SPEAKER1197,-40.890299479166664,-43.3548256556193,6.659368768639878,15.091011398320417
096140006,0.0,6.581,SPEAKER9614,-47.17537459631459,-54.49452182224819,6.655762560497197,12.212121501238633
096490014,0.0,5.276,SPEAKER9649,-43.578572591145836,-43.95697466532389,6.637592775093861,14.403387877932136
096280023,0.0,8.897,SPEAKER9628,-41.858488412921346,-51.580846332368395,6.637591467308418,10.144975646622138
096110014,0.0,4.53,SPEAKER9611,-44.13722319950331,-44.75446605682373,6.618390867444978,13.919237297517562
096090015,0.0,6.67,SPEAKER9609,-45.649743487631184,-50.42465524112477,6.61128775394121,4.941658843818157
096100002,0.0,7.421,SPEAKER9610,-53.322486733490564,-60.80178780989213,6.611069096605413,3.538887466789525
096430020,0.0,9.158,SPEAKER9643,-45.89495769650655,-51.89186819668474,6.60174342194178,4.833643387603804
096430007,0.0,10.078,SPEAKER9643,-46.241327194940474,-53.031409072875974,6.575192611688791,4.596503177999798
096490002,0.0,8.778,SPEAKER9649,-48.8677614251139,-60.57492568969727,6.570979650956935,6.368842626425149
096490005,0.0,10.015,SPEAKER9649,-51.13858221057884,-56.66122581218851,6.570979650956935,5.401053623147366
020300056,0.0,4.252,SPEAKER2030,-41.346066176470586,-45.16559466193704,6.539147813553234,11.866649947959186
096150013,0.0,9.681,SPEAKER9615,-46.293392465134296,-52.56996806462606,6.53726111985944,12.489329599321486
010610094,0.0,4.87,SPEAKER1061,-42.00071387320329,-50.15389527214898,6.528666542836735,17.45508685017852
096450021,0.0,4.46,SPEAKER9645,-47.09581698430493,-54.30127461751302,6.482392936444328,13.05093248097824
096090014,0.0,8.41,SPEAKER9609,-50.44990617568371,-50.1144778251648,6.482392936444328,2.3154764884433696
055510130,0.0,3.91,SPEAKER5551,-48.21027813299233,-54.62421437313682,6.473795798539736,13.300877680443643
010760032,0.0,5.428,SPEAKER1076,-46.88983727555249,-52.35256077693059,6.473031258842849,8.528499698458802
096450019,0.0,6.158,SPEAKER9645,-47.692246474228895,-59.614107633891855,6.460891932154466,6.199663671631885
055470141,0.0,7.63,SPEAKER5547,-41.3143404939384,-49.63111763000488,6.460712883597917,15.930341125423686
096230004,0.0,4.774,SPEAKER9623,-42.958992564203356,-49.6981143951416,6.449562563586361,13.91339515893053
096090007,0.0,11.72,SPEAKER9609,-48.106405316766214,-53.525236378545344,6.449562563586361,3.6683151813132255
095560054,0.0,4.07,SPEAKER9556,-47.43059927825553,-48.77548694610596,6.447768674528317,22.723014640206316
096280020,0.0,10.06,SPEAKER9628,-42.99744501739563,-52.83217952562415,6.418182995747293,9.059954856694482
020300132,0.0,3.28,SPEAKER2030,-42.961318597560975,-45.514096186711235,6.402308446945344,8.351306196530432
096180012,0.0,5.16,SPEAKER9618,-51.91455835150194,-55.488718553022906,6.378387126022103,3.3634604419535705
096000015,0.0,8.265,SPEAKER9600,-41.06496089026602,-48.609305487738716,6.376611946122536,6.042694051755493
096280030,0.0,6.126,SPEAKER9628,-45.92995195248776,-53.22372745332264,6.311921502069729,11.734479417529952
096160002,0.0,11.92,SPEAKER9616,-46.17462117239933,-55.34300204685756,6.279423459503229,5.8668645003272815
000920002,0.0,2.975,SPEAKER0092,-50.41496696728188,-60.47675254128196,6.279423459503229,16.620226692522486
014390009,0.0,5.41,SPEAKER1439,-48.515809120841034,-54.02745132446289,6.253624353451924,12.697520305535225
096180018,0.0,5.245,SPEAKER9618,-50.333470982142856,-54.46548527684705,6.252100411719908,12.484709467957629
003060306,0.0,5.49,SPEAKER0306,-52.85610556124772,-64.03490286607008,6.244165797583755,15.558031077045957
096170001,0.0,2.989,SPEAKER9617,-49.0980253187709,-55.053496192483344,6.244164850953253,18.101088167335842
009600190,0.0,4.894,SPEAKER0960,-49.262030291411044,-53.8955003565008,6.24202173383852,9.80220632778624
021120309,0.0,5.339,SPEAKER2112,-48.196991309691015,-51.955087407430014,6.217626438490971,11.081301530633352
014690047,0.0,3.52,SPEAKER1469,-47.21407248757102,-53.70909881591797,6.2163097325093855,19.685128418474605
014390124,0.0,5.58,SPEAKER1439,-46.005943380376344,-55.08634262084961,6.207121723224261,4.147181057224298
032140094,0.0,2.94,SPEAKER3214,-46.87778353528912,-59.102044105529785,6.198771908615282,14.947999760421673
055470088,0.0,8.37,SPEAKER5547,-40.89038698476703,-51.82049030727811,6.174629917174159,14.93971774370089
096330009,0.0,5.36,SPEAKER9633,-44.15596577658582,-48.81076758248465,6.168209797602357,10.837616490108452
000960008,0.0,4.957,SPEAKER0096,-45.67035896547379,-52.612875620524086,6.168209797602357,8.392282346391394
096180022,0.0,6.232,SPEAKER9618,-48.39972286316212,-52.539074470256935,6.163176677426348,14.759587681594095
014650108,0.0,7.89,SPEAKER1465,-46.56087115811153,-51.65750222457083,6.163176677426348,6.431442894998952
080020017,0.0,6.836,SPEAKER8002,-39.151938276681285,-53.68838416205512,6.143918155993197,13.581841789853591
014650040,0.0,4.12,SPEAKER1465,-41.73303341171116,-47.188677701083094,6.119457597746005,12.748253757931472
096060011,0.0,5.81,SPEAKER9606,-58.303013392857146,-64.05237869989304,6.111219169019768,7.098438299680499
096260004,0.0,6.73,SPEAKER9626,-48.04822158246657,-53.54424362182617,6.105894809584704,4.049476553852664
096100014,0.0,4.51,SPEAKER9610,-46.886419934866964,-51.59474035409781,6.085346758379537,6.05731497550256
036310035,0.0,3.325,SPEAKER3631,-47.54138220251502,-52.00847387313843,6.06393707616838,10.592294526722318
096350027,0.0,4.821,SPEAKER9635,-49.106242706172196,-54.56912183761597,6.063935893153118,10.249851306044434
069120151,0.0,4.039,SPEAKER6912,-51.2398572865099,-53.91137762630687,6.060365896435026,11.632051465514548
007360233,0.0,3.31,SPEAKER0736,-53.389728096676734,-56.76704406738281,6.042573806821991,13.519623477016347
096470015,0.0,3.95,SPEAKER9647,-46.549668710443036,-53.74537713187082,6.03824984784379,9.008912514017101
096140007,0.0,8.836,SPEAKER9614,-46.76680041006787,-52.00489412035261,6.037163593968059,12.662191370056197
096260021,0.0,7.098,SPEAKER9626,-48.768738996478874,-51.620519426133896,6.037163389127385,5.37071709390521
010610165,0.0,4.46,SPEAKER1061,-43.67186624159193,-51.81021935599191,6.037163389127385,15.205430778194767
000480016,0.0,2.416,SPEAKER0048,-55.69131343620868,-56.10597903911884,6.0342145741053566,13.887931782334894
096160008,0.0,7.286,SPEAKER9616,-51.94653420781893,-57.773347783971715,6.020589444676865,4.129253103330063
096070007,0.0,6.109,SPEAKER9607,-43.99213315773322,-47.29775219871884,6.013232602930495,10.49634163490847
096090005,0.0,9.68,SPEAKER9609,-45.81883555010331,-54.78675092969622,6.001103157443845,12.47228554286157
030750093,0.0,3.51,SPEAKER3075,-47.67229233440171,-51.08504557609558,5.968430329944671,13.592043487905993
007390013,0.0,4.654,SPEAKER0739,-47.05613239247312,-54.42224643104955,5.968430329944671,15.157711560968464
010120008,0.0,3.22,SPEAKER1012,-46.78861061238354,-48.77590740428251,5.964605670209058,13.39412945747818
024510323,0.0,4.607,SPEAKER2451,-42.31182212581345,-46.623932944403755,5.964603930929375,12.982418889962496
014650058,0.0,4.66,SPEAKER1465,-44.73829382376609,-47.84396317425896,5.959586675994925,11.943763299761446
096060020,0.0,6.315,SPEAKER9606,-51.89425311511076,-60.3611142900255,5.946276051548059,10.612072643085467
096260015,0.0,7.153,SPEAKER9626,-43.40712412587413,-50.883763812837145,5.92450837664663,14.204923957617874
096040006,0.0,6.378,SPEAKER9604,-54.88363905760188,-56.620494093213765,5.910184462087859,3.765363529927404
020360136,0.0,2.94,SPEAKER2036,-45.9049379517432,-57.796202439528244,5.896105063428707,16.235217226661902
014390143,0.0,5.03,SPEAKER1439,-46.001813338717696,-47.91617064042525,5.890678781430215,10.386356535841557
096100001,0.0,10.128,SPEAKER9610,-50.61677489511352,-54.50222792992225,5.869657239595431,2.538174089039103
096100010,0.0,8.059,SPEAKER9610,-47.67154544044665,-53.353405117988586,5.8654590566677065,13.583194033570683
030750058,0.0,3.819,SPEAKER3075,-43.593836919175395,-50.40214450542744,5.84928331810008,11.152869959451772
